id,departement,circonscription,numPanneau,nomCandidat,prenomCandidat,civiliteCandidat,codeNuance,libelleNuance
2345,69,6911,1,BROWNING,Isabelle,Mme,EXG,Extrême gauche
2346,69,6911,2,FERRO,Cindy,Mme,LR,Les Républicains
2347,69,6911,3,HUMBERT DUPALAIS,Alexandre,M.,UXD,Union de l'extrême droite
2348,69,6911,4,SPENNATO,Sophie,Mme,ECO,Ecologistes
2349,69,6911,5,YOUSFI,Abdel,M.,UG,Union de la gauche
2350,69,6911,6,FUGIT,Jean-Luc,M.,ENS,Ensemble ! (Majorité présidentielle)
2351,69,6912,1,LUISIER,Clémence,Mme,RN,Rassemblement National
2352,69,6912,2,CHARMOT,Pascal,M.,LR,Les Républicains
2353,69,6912,3,GAILLOT DURAND,Lucie,Mme,UG,Union de la gauche
2354,69,6912,4,ISAAC-SIBILLE,Cyrille,M.,ENS,Ensemble ! (Majorité présidentielle)
2355,69,6912,5,GALLICE,Noémie,Mme,REC,Reconquête !
2356,69,6912,6,FAURITE,Cécile,Mme,EXG,Extrême gauche
2357,69,6913,1,MEUNIER,Philippe,M.,LR,Les Républicains
2358,69,6913,2,JONCOUR,Tiffany,Mme,RN,Rassemblement National
2359,69,6913,3,PIOT,Michel,M.,EXG,Extrême gauche
2360,69,6913,4,BIAUT,Patrick,M.,DVD,Divers droite
2361,69,6913,5,PRANDT,Victor,M.,UG,Union de la gauche
2362,69,6913,6,GIGAREL,Océane,Mme,REC,Reconquête !
2363,69,6913,7,TANZILLI,Sarah,Mme,ENS,Ensemble ! (Majorité présidentielle)
2364,69,6913,8,BARTHÈS,Didier,M.,DVG,Divers gauche
2365,69,6914,1,BOUMERTIT,Idir,M.,UG,Union de la gauche
2366,69,6914,2,MAZZONE,David,M.,LR,Les Républicains
2367,69,6914,3,MERMET,Cédric,M.,RN,Rassemblement National
2368,69,6914,4,MINOUX,Olivier,M.,EXG,Extrême gauche
2369,69,6914,5,ALMERAS,Ludovic,M.,ENS,Ensemble ! (Majorité présidentielle)
2370,69,6914,6,RIHA,Blandine,Mme,REC,Reconquête !
2371,70,7001,1,GHILES,Philippe,M.,REC,Reconquête !
2372,70,7001,2,POYARD,Sébastien,M.,UG,Union de la gauche
2373,70,7001,3,CHRETIEN,Alain,M.,ENS,Ensemble ! (Majorité présidentielle)
2374,70,7001,4,VILLEDIEU,Antoine,M.,RN,Rassemblement National
2375,70,7001,5,ZELFA,Mohamed-Salah,M.,DIV,Divers
2376,70,7001,6,FISCHER,Cédric,M.,EXG,Extrême gauche
2377,70,7002,1,BARASSI-ZAMOCHNIKOFF,Fabrice,M.,ENS,Ensemble ! (Majorité présidentielle)
2378,70,7002,2,HOULLEY,Eric,M.,UG,Union de la gauche
2379,70,7002,3,APRO,Isabelle,Mme,EXG,Extrême gauche
2380,70,7002,4,DEVILLERS,Christophe,M.,REC,Reconquête !
2381,70,7002,5,SALMON,Emeric,M.,RN,Rassemblement National
2382,70,7002,6,LABORIE,Loic,M.,LR,Les Républicains
2383,71,7101,1,BELVILLE,Jean-Philippe,M.,LR,Les Républicains
2384,71,7101,2,DIRX,Benjamin,M.,ENS,Ensemble ! (Majorité présidentielle)
2385,71,7101,3,ROY,Jean-Armand,M.,DSV,Droite souverainiste
2386,71,7101,4,DREVET,Rachel,Mme,RN,Rassemblement National
2387,71,7101,5,DELPEUCH,Jean-Luc,M.,UG,Union de la gauche
2388,71,7101,6,SPRINGAUX,Christophe,M.,EXG,Extrême gauche
2389,71,7102,1,ZEKPA,Raymond,M.,ENS,Ensemble ! (Majorité présidentielle)
2390,71,7102,2,DAMIEN,Olivier,M.,RN,Rassemblement National
2391,71,7102,3,GAUTHERON,Sébastien,M.,UG,Union de la gauche
2392,71,7102,4,BERTHELOT,Patrick,M.,EXG,Extrême gauche
2393,71,7102,5,CORNELOUP,Josiane,Mme,LR,Les Républicains
2394,71,7103,1,REBEYROTTE,Rémy,M.,ENS,Ensemble ! (Majorité présidentielle)
2395,71,7103,2,ROBERT,France,Mme,DSV,Droite souverainiste
2396,71,7103,3,GRANADO,José Antonio,M.,DIV,Divers
2397,71,7103,4,LUCOTTE,Julie,Mme,EXG,Extrême gauche
2398,71,7103,5,BENINGER,Richard,M.,UG,Union de la gauche
2399,71,7103,6,LANDRE,Charles,M.,DVD,Divers droite
2400,71,7103,7,DUTREMBLE,Aurélien,M.,RN,Rassemblement National
2401,71,7104,1,BELLEST,Véronique,Mme,DSV,Droite souverainiste
2402,71,7104,2,COURATIER,Claude,M.,EXG,Extrême gauche
2403,71,7104,3,UNTERMAIER,Cécile,Mme,UG,Union de la gauche
2404,71,7104,4,MICHOUX,Eric,M.,UXD,Union de l'extrême droite
2405,71,7104,5,VADOT,Anthony,M.,LR,Les Républicains
2406,71,7105,1,DUFRAIGNE,Pascal,M.,EXG,Extrême gauche
2407,71,7105,2,SANVERT,Arnaud,M.,RN,Rassemblement National
2408,71,7105,3,PLATRET,Gilles,M.,DVD,Divers droite
2409,71,7105,4,KOURICHE,Fatima,Mme,UG,Union de la gauche
2410,71,7105,5,MARGUERITTE,Louis,M.,ENS,Ensemble ! (Majorité présidentielle)
2411,71,7105,6,CADIOT,Alain,M.,DVD,Divers droite
2412,72,7201,1,DELPECH,Julie,Mme,ENS,Ensemble ! (Majorité présidentielle)
2413,72,7201,2,COULON,Clément,M.,LR,Les Républicains
2414,72,7201,3,MAILLET,Sylvie,Mme,EXG,Extrême gauche
2415,72,7201,4,BONNET,Ghislaine,Mme,UG,Union de la gauche
2416,72,7201,5,DE COSSÉ BRISSAC,Céline,Mme,RN,Rassemblement National
2417,72,7202,1,FEVRE,François,M.,UXD,Union de l'extrême droite
2418,72,7202,2,CHEVALLIER,Samuel,M.,UDI,Union des Démocrates et Indépendants
2419,72,7202,3,HUBERT,Thomas,M.,EXG,Extrême gauche
2420,72,7202,4,CHEURET,Clément,M.,DIV,Divers
2421,72,7202,5,KARAMANLI,Marietta,Mme,UG,Union de la gauche
2422,72,7203,1,JACK,Mathilde,Mme,UG,Union de la gauche
2423,72,7203,2,MARTINEAU,Eric,M.,ENS,Ensemble ! (Majorité présidentielle)
2424,72,7203,3,TROCHON,Éric,M.,DSV,Droite souverainiste
2425,72,7203,4,LEMOIGNE,Romain,M.,RN,Rassemblement National
2426,72,7203,5,BRUTOUT,Maryse,Mme,EXG,Extrême gauche
2427,72,7203,6,GRUAU,Vincent,M.,LR,Les Républicains
2428,72,7203,7,DE MALHERBE,Raymond,M.,REC,Reconquête !
2429,72,7204,1,BARBET,Didier,M.,DVD,Divers droite
2430,72,7204,2,NOUCHY,Thierry,M.,EXG,Extrême gauche
2431,72,7204,3,BRISARD,Léo,M.,LR,Les Républicains
2432,72,7204,4,CASENAVE-PÉRÉ,Sylvie,Mme,ENS,Ensemble ! (Majorité présidentielle)
2433,72,7204,5,BRUGADE,Jean-Michel,M.,REG,Régionaliste
2434,72,7204,6,LEBOUCHER,Elise,Mme,UG,Union de la gauche
2435,72,7204,7,LE PEN,Marie-Caroline,Mme,RN,Rassemblement National
2436,72,7205,1,ROUILLON,Christophe,M.,UG,Union de la gauche
2437,72,7205,2,GRELIER,Jean-Carles,M.,ENS,Ensemble ! (Majorité présidentielle)
2438,72,7205,3,FOUQUET,Karine,Mme,EXG,Extrême gauche
2439,72,7205,4,BAYLE DE JESSÉ,Cécile,Mme,DSV,Droite souverainiste
2440,72,7205,5,VAUGARNY,Pierre,M.,RN,Rassemblement National
2441,73,7301,1,PEYRARD,Guy-Alain,M.,REC,Reconquête !
2442,73,7301,2,CASEJUANE,Adrien,M.,EXG,Extrême gauche
2443,73,7301,3,CHAUVEAU,Jean-Pierre,M.,DSV,Droite souverainiste
2444,73,7301,4,GRANATA,Christel,Mme,UG,Union de la gauche
2445,73,7301,5,DEGOIS,Typhanie,Mme,UXD,Union de l'extrême droite
2446,73,7301,6,FERRARI,Marina,Mme,ENS,Ensemble ! (Majorité présidentielle)
2447,73,7301,7,EXERTIER,Frédéric,M.,ECO,Ecologistes
2448,73,7302,1,ROLLAND,Vincent,M.,LR,Les Républicains
2449,73,7302,2,RACT-BRANCAZ,Pauline,Mme,RN,Rassemblement National
2450,73,7302,3,BETTOLI,Morgane,Mme,REC,Reconquête !
2451,73,7302,4,CICERI,Mathieu,M.,DSV,Droite souverainiste
2452,73,7302,5,JAFFRÉ,Delphine,Mme,REG,Régionaliste
2453,73,7302,6,RAHALIA,Myriam,Mme,EXG,Extrême gauche
2454,73,7302,7,MARTINOT,Pascale,Mme,UG,Union de la gauche
2455,73,7303,1,IBANEZ,Daniel,M.,UG,Union de la gauche
2456,73,7303,2,DAUCHY,Marie,Mme,RN,Rassemblement National
2457,73,7303,3,BONNIVARD,Emilie,Mme,LR,Les Républicains
2458,73,7303,4,TROUVÉ,Pascale,Mme,EXG,Extrême gauche
2459,73,7304,1,GOMERO,Anaïs,Mme,ENS,Ensemble ! (Majorité présidentielle)
2460,73,7304,2,COULOMME,Jean-François,M.,UG,Union de la gauche
2461,73,7304,3,BERNARD,Brice,M.,RN,Rassemblement National
2462,73,7304,4,BERNOLLIN,Vincent,M.,UDI,Union des Démocrates et Indépendants
2463,73,7304,5,DUCRUET,Marie,Mme,EXG,Extrême gauche
2464,73,7304,6,THOMAZO,Vincent,M.,DSV,Droite souverainiste
2465,73,7304,7,GUILLAUD,Albin,M.,DIV,Divers
2466,74,7401,1,THABUIS,Florian,M.,LR,Les Républicains
2467,74,7401,2,MOLIN,Claudine,Mme,REC,Reconquête !
2468,74,7401,3,MATTEI,Jacques,M.,EXG,Extrême gauche
2469,74,7401,4,ROIT-LEVÊQUE,Guilaume,M.,RN,Rassemblement National
2470,74,7401,5,ESPIC,Stéphane,M.,DIV,Divers
2471,74,7401,6,RIOTTON,Véronique,Mme,ENS,Ensemble ! (Majorité présidentielle)
2472,74,7401,7,DUVAL,Anne-Valérie,Mme,UG,Union de la gauche
2473,74,7402,1,YILDIRIM,Naci,M.,EXG,Extrême gauche
2474,74,7402,2,BOUVARD,Anis,M.,RN,Rassemblement National
2475,74,7402,3,VINCENT,Pascale,Mme,REC,Reconquête !
2476,74,7402,4,CORNET,Geoffrey,M.,EXG,Extrême gauche
2477,74,7402,5,RICHEFORT,Alexandre,M.,LR,Les Républicains
2478,74,7402,6,ARMAND,Antoine,M.,ENS,Ensemble ! (Majorité présidentielle)
2479,74,7402,7,LANGLADE-NOUCHY,Jérémy,M.,REG,Régionaliste
2480,74,7402,8,TATU,Guillaume,M.,UG,Union de la gauche
2481,74,7403,1,VALENTIN,Antoine,M.,UXD,Union de l'extrême droite
2482,74,7403,2,BOUVIER,Véronique,Mme,REG,Régionaliste
2483,74,7403,3,VEZ,Gérard,M.,UG,Union de la gauche
2484,74,7403,4,LEGOUHY,Jocelyne,Mme,EXG,Extrême gauche
2485,74,7403,5,PETEX,Christelle,Mme,DVD,Divers droite
2486,74,7404,1,ROCHE,Cécile,Mme,EXG,Extrême gauche
2487,74,7404,2,LEMMO GAUD,Barbara,Mme,REG,Régionaliste
2488,74,7404,3,LACHENAL,Dominique,Mme,UG,Union de la gauche
2489,74,7404,4,LUHO,Magalie,Mme,RN,Rassemblement National
2490,74,7404,5,GIANESELLO,Alexandre,M.,DVC,Divers centre
2491,74,7404,6,LORENZO,Jean-Marc,M.,DIV,Divers
2492,74,7404,7,DUBY-MULLER,Virginie,Mme,LR,Les Républicains
2493,74,7405,1,VIOLLAND,Anne-Cécile,Mme,ENS,Ensemble ! (Majorité présidentielle)
2494,74,7405,2,BALLY,Michelle,Mme,EXG,Extrême gauche
2495,74,7405,3,TAÏEB,Quentin,M.,UXD,Union de l'extrême droite
2496,74,7405,4,BAUD,Jean-Baptiste,M.,UG,Union de la gauche
2497,74,7405,5,MAGNIN,Daniel,M.,REG,Régionaliste
2498,74,7405,6,BAL,Nicolas,M.,REG,Régionaliste
2499,74,7405,7,BEURRIER,Chrystelle,Mme,DVD,Divers droite
2500,74,7405,8,POIDEVIN,Sacha,M.,REC,Reconquête !
2501,74,7406,1,ROSEREN,Xavier,M.,ENS,Ensemble ! (Majorité présidentielle)
2502,74,7406,2,DEMEURE,Alexandre,M.,EXG,Extrême gauche
2503,74,7406,3,ROUBIAN,Alain,M.,UG,Union de la gauche
2504,74,7406,4,DU PELOUX,Cyrille,M.,LR,Les Républicains
2505,74,7406,5,PRATS,Charles,M.,UXD,Union de l'extrême droite
2506,75,7501,1,KEMPF,Raphaël,M.,UG,Union de la gauche
2507,75,7501,2,GAUTREAU,Aurélien,M.,EXG,Extrême gauche
2508,75,7501,3,PINEAU,Alban Ludovic Bertrand,M.,DVC,Divers centre
2509,75,7501,4,CHIABERTO,Marine,Mme,REC,Reconquête !
2510,75,7501,5,BOULINIER,Laurence,Mme,EXG,Extrême gauche
2511,75,7501,6,MAILLARD,Sylvain,M.,ENS,Ensemble ! (Majorité présidentielle)
2512,75,7501,7,CONTENSOU,Mathilde,Mme,REG,Régionaliste
2513,75,7501,8,SAILLIET,Laurence,Mme,LR,Les Républicains
2514,75,7501,9,MAURIN,Pierre,M.,DVD,Divers droite
2515,75,7501,10,VOIRIN,Delphine,Mme,RN,Rassemblement National
2516,75,7501,11,METZKER,Axel,M.,DIV,Divers
2517,75,7502,1,JOLIVEAU,Charline,Mme,EXG,Extrême gauche
2518,75,7502,2,DE WITTE,Melody,Mme,RN,Rassemblement National
2519,75,7502,3,SACASA,Clara,Mme,EXG,Extrême gauche
2520,75,7502,4,HERZOG DE COSSÉ BRISSAC,Félicité,Mme,DVD,Divers droite
2521,75,7502,5,LE GENDRE,Gilles,M.,DVC,Divers centre
2522,75,7502,6,EVANGELISTA,Ornella,Mme,REC,Reconquête !
2523,75,7502,7,LAUSSUCQ,Jean,M.,ENS,Ensemble ! (Majorité présidentielle)
2524,75,7502,8,LORANS,Cécile Marie,Mme,ECO,Ecologistes
2525,75,7502,9,MARSILY,Romain,M.,DVD,Divers droite
2526,75,7502,10,MAURIANGE,Frédéric,M.,DVC,Divers centre
2527,75,7502,11,MAGNE,Elise,Mme,DVG,Divers gauche
2528,75,7502,12,ROSSET,Marine,Mme,UG,Union de la gauche
2529,75,7503,1,GUERINI,Stanislas,M.,ENS,Ensemble ! (Majorité présidentielle)
2530,75,7503,2,BALAGE EL MARIKY,Léa,Mme,UG,Union de la gauche
2531,75,7503,3,FERNANDES,Grégory,M.,EXG,Extrême gauche
2532,75,7503,4,CITROEN,Côme,M.,ECO,Ecologistes
2533,75,7503,5,PODOLSKAIA,Olga,Mme,RN,Rassemblement National
2534,75,7503,6,GASARIAN,Irène,Mme,EXG,Extrême gauche
2535,75,7503,7,SEMAT,Laurent,M.,DVG,Divers gauche
2536,75,7503,8,HATTE,Paul,M.,LR,Les Républicains
2537,75,7503,9,BURTAIRE,Laurent,M.,EXG,Extrême gauche
2538,75,7503,10,LAPORTE,Quentin,M.,DVC,Divers centre
2539,75,7503,11,ALQUIER,Thierry,M.,DVD,Divers droite
2540,75,7503,12,BAÏLICHE,Warda,Mme,DVC,Divers centre
2541,75,7503,13,COURTOIS,Marie,Mme,REC,Reconquête !
2542,75,7504,1,PANOSYAN-BOUVET,Astrid,Mme,ENS,Ensemble ! (Majorité présidentielle)
2543,75,7504,2,DASSIER,Arnaud,M.,UXD,Union de l'extrême droite
2544,75,7504,3,FOUDRINIER,Théa,Mme,UG,Union de la gauche
2545,75,7504,4,BRITEL,Karim,M.,DIV,Divers
2546,75,7504,5,MAHIEU,Emile,M.,EXG,Extrême gauche
2547,75,7504,6,LEVENARD,Pierre,M.,EXG,Extrême gauche
2548,75,7504,7,COURTOIS,Olivier,M.,REC,Reconquête !
2549,75,7504,8,CARDON,Guillaume,M.,DIV,Divers
2550,75,7504,9,LAURON,Laetitia,Mme,DVG,Divers gauche
2551,75,7504,10,BOULARD,Geoffroy,M.,DVD,Divers droite
2552,75,7505,1,CHAMAYOU,Anne,Mme,DVG,Divers gauche
2553,75,7505,2,BASSIL,Raymond Victor,M.,DVC,Divers centre
2554,75,7505,3,BOROWSKI,Arnaud,M.,ECO,Ecologistes
2555,75,7505,4,BRUNI,Thiaba,Mme,ECO,Ecologistes
2556,75,7505,5,SERINO,Valentine,Mme,LR,Les Républicains
2557,75,7505,6,DABAT,Monique,Mme,EXG,Extrême gauche
2558,75,7505,7,KIKUCHI,Yoneko,Mme,REC,Reconquête !
2559,75,7505,8,GUIOT,Léonard,M.,EXG,Extrême gauche
2560,75,7505,9,CHEN,Céline,Mme,RN,Rassemblement National
2561,75,7505,10,FAUCON,Théo,M.,DVC,Divers centre
2562,75,7505,11,AMIRSHAHI,Pouria,M.,UG,Union de la gauche
2563,75,7505,12,PARDO,Rachel-Flore,Mme,ENS,Ensemble ! (Majorité présidentielle)
2564,75,7506,1,CHIKIROU,Sophia,Mme,UG,Union de la gauche
2565,75,7506,2,MUTTE,Martial,M.,DVG,Divers gauche
2566,75,7506,3,AMOUNI,Alain Jean,M.,DIV,Divers
2567,75,7506,4,MARTIN,Jean-Christophe,M.,LR,Les Républicains
2568,75,7506,5,VERDIER,Hippolyte,M.,ECO,Ecologistes
2569,75,7506,6,GUNDERMANN,Louis,M.,DVC,Divers centre
2570,75,7506,7,BRUNET,Veronique,Mme,EXG,Extrême gauche
2571,75,7506,8,JULLIEN,Amélie,Mme,REC,Reconquête !
2572,75,7506,9,NICOLAS,Laurence,Mme,EXG,Extrême gauche
2573,75,7506,10,COULON,Gwënaelle,Mme,ENS,Ensemble ! (Majorité présidentielle)
2574,75,7506,11,LAPLACE,Élise Maryse,Mme,RN,Rassemblement National
2575,75,7506,12,LECREST,Dima,Mme,DVG,Divers gauche
2576,75,7506,13,SESSIN CARACCI,Thierry,M.,DVG,Divers gauche
2577,75,7507,1,BEAUNE,Clément,M.,ENS,Ensemble ! (Majorité présidentielle)
2578,75,7507,2,GRAU,Anne,Mme,DVC,Divers centre
2579,75,7507,3,LACAZE,Sophie,Mme,ECO,Ecologistes
2580,75,7507,4,PETIT,Aurélia,Mme,EXG,Extrême gauche
2581,75,7507,5,MAZUEL,Philippe,M.,DVC,Divers centre
2582,75,7507,6,REYES,Jason,M.,REC,Reconquête !
2583,75,7507,7,TACHER,Céline,Mme,RN,Rassemblement National
2584,75,7507,8,VÉRON,Aurélien,M.,LR,Les Républicains
2585,75,7507,9,BLANC,Stéphanie,Mme,EXG,Extrême gauche
2586,75,7507,10,GREGOIRE,Emmanuel,M.,UG,Union de la gauche
2587,75,7508,1,BRUNETTI,Florent,M.,LR,Les Républicains
2588,75,7508,2,SELLES,Gwenolé,M.,EXG,Extrême gauche
2589,75,7508,3,SAS,Eva,Mme,UG,Union de la gauche
2590,75,7508,4,OUZILOU,David,M.,ENS,Ensemble ! (Majorité présidentielle)
2591,75,7508,5,LAWSON-AGBAN,N'Cho Xavier,M.,DVG,Divers gauche
2592,75,7508,6,LUTZ,Manuel,M.,REG,Régionaliste
2593,75,7508,7,TRUNKENWALD,Jannick,M.,REC,Reconquête !
2594,75,7508,8,BERNON,Anne,Mme,EXG,Extrême gauche
2595,75,7508,9,VIAL KAYSER,Christine,Mme,DVC,Divers centre
2596,75,7508,10,GISCARD D'ESTAING,Pierre-Louis,M.,DVC,Divers centre
2597,75,7508,11,VICENTE,Vanessa,Mme,RN,Rassemblement National
2598,75,7508,12,ADOUE,Camille,Mme,EXG,Extrême gauche
2599,75,7509,1,ELY,Marc,M.,EXD,Extrême droite
2600,75,7509,2,STIBBE,Elisabeth,Mme,DVD,Divers droite
2601,75,7509,3,ROUSSEAU,Sandrine,Mme,UG,Union de la gauche
2602,75,7509,4,BOULAIRE,Marie-Josée,Mme,RN,Rassemblement National
2603,75,7509,5,MALEK-AHMADI,Pegah,Mme,ENS,Ensemble ! (Majorité présidentielle)
2604,75,7509,6,BEDAGUE,Florence Jacqueline Chantal,Mme,EXG,Extrême gauche
2605,75,7509,7,CHEN,Sophie,Mme,DVD,Divers droite
2606,75,7509,8,ROZENBERG,Julian,M.,ECO,Ecologistes
2607,75,7509,9,BOTTOU,Marion,Mme,REC,Reconquête !
2608,75,7509,10,OLIVIER,Jean-Baptiste,M.,DVD,Divers droite
2609,75,7509,11,CHAUVEL,Blandine,Mme,EXG,Extrême gauche
2610,75,7509,12,FARRAN,Jade,Mme,DVC,Divers centre
2611,75,7510,1,ARENAS,Rodrigo,M.,UG,Union de la gauche
2612,75,7510,2,BERTHOLON,Roger,M.,REC,Reconquête !
2613,75,7510,3,OSTYN,Alexia,Mme,DVC,Divers centre
2614,75,7510,4,VIRY,Patrick,M.,LR,Les Républicains
2615,75,7510,5,LEBRUN,Camille,Mme,EXG,Extrême gauche
2616,75,7510,6,NOEL,Marianne,Mme,EXG,Extrême gauche
2617,75,7510,7,WEHRLING,Yann,M.,ECO,Ecologistes
2618,75,7510,8,DE VILMORIN,Charlotte,Mme,DIV,Divers
2619,75,7510,9,PAGEARD,Agnès,Mme,RN,Rassemblement National
2620,75,7510,10,GOLDSTEIN,Michel,M.,DVC,Divers centre
2621,75,7510,11,DJIANE,Benjamin,M.,ENS,Ensemble ! (Majorité présidentielle)
2622,75,7511,1,CAMP,Marie,Mme,DVC,Divers centre
2623,75,7511,2,VINCIGUERRA,Laurent,M.,EXG,Extrême gauche
2624,75,7511,3,ALEXANDRE,Jean-François,M.,LR,Les Républicains
2625,75,7511,4,HERVIEU,Céline,Mme,UG,Union de la gauche
2626,75,7511,5,LASNE,Julie,Mme,ECO,Ecologistes
2627,75,7511,6,LAVIRE,Rose,Mme,EXG,Extrême gauche
2628,75,7511,7,GATEL,Maud,Mme,ENS,Ensemble ! (Majorité présidentielle)
2629,75,7511,8,FISCHER,Lindsay,Mme,RN,Rassemblement National
2630,75,7511,9,CLEMENTE,Iwan,M.,DIV,Divers
2631,75,7511,10,TARANNE,Anne-Marie,Mme,REC,Reconquête !
2632,75,7511,11,VICK,Julien,M.,DVC,Divers centre
2633,75,7512,1,CUIGNACHE D'APREVAL,Philippe,M.,REC,Reconquête !
2634,75,7512,2,GREGOIRE,Olivia,Mme,ENS,Ensemble ! (Majorité présidentielle)
2635,75,7512,3,FERRÉOL,Laszlo,M.,DVG,Divers gauche
2636,75,7512,4,MALAISÉ,Celine,Mme,UG,Union de la gauche
2637,75,7512,5,MILESCHI,Joachim,M.,EXG,Extrême gauche
2638,75,7512,6,DE GONTAUT BIRON,Arnaud,M.,DVC,Divers centre
2639,75,7512,7,LORIAU,Jérôme,M.,LR,Les Républicains
2640,75,7512,8,MONCHAL,Muriel,Mme,EXG,Extrême gauche
2641,75,7512,9,ATTIA,David,M.,UXD,Union de l'extrême droite
2642,75,7512,10,BILLAULT HARLE,Alienor,Mme,ECO,Ecologistes
2643,75,7513,1,DELINOT,Anne-Laure,Mme,EXD,Extrême droite
2644,75,7513,2,ROETHLISBERGER,Corinne,Mme,EXG,Extrême gauche
2645,75,7513,3,CHRZANOWSKI,Victor,M.,REC,Reconquête !
2646,75,7513,4,SANDO,Francis,M.,DSV,Droite souverainiste
2647,75,7513,5,POUPON,Annie,Mme,REG,Régionaliste
2648,75,7513,6,AMIEL,David,M.,ENS,Ensemble ! (Majorité présidentielle)
2649,75,7513,7,OUDIOU,Anne,Mme,EXG,Extrême gauche
2650,75,7513,8,ROSTAN,Sophie,Mme,RN,Rassemblement National
2651,75,7513,9,PAINE,Corinne,Mme,DSV,Droite souverainiste
2652,75,7513,10,NIAKATÉ,Aminata,Mme,UG,Union de la gauche
2653,75,7513,11,JACQUOT,Frédéric,M.,DVD,Divers droite
2654,75,7513,12,ALLORANT,Ingrid,Mme,ECO,Ecologistes
2655,75,7514,1,DRAY,Patrick,M.,LR,Les Républicains
2656,75,7514,2,HADDAD,Benjamin,M.,ENS,Ensemble ! (Majorité présidentielle)
2657,75,7514,3,BOURDY,Marie,Mme,EXG,Extrême gauche
2658,75,7514,4,ROTA,Hugo,M.,UG,Union de la gauche
2659,75,7514,5,PIQUET,Louis,M.,UXD,Union de l'extrême droite
2660,75,7514,6,MOLINARI,Eric,M.,DVC,Divers centre
2661,75,7514,7,ZAOUATI,Sacha Élie,M.,EXG,Extrême gauche
2662,75,7514,8,CULERRIER,Thomas,M.,REC,Reconquête !
2663,75,7515,1,GUERY,Clotilde,Mme,RN,Rassemblement National
2664,75,7515,2,LEPAGE,Audrey,Mme,DSV,Droite souverainiste
2665,75,7515,3,AUGROS,Pierre,M.,EXG,Extrême gauche
2666,75,7515,4,GASSAMA,Mohamad,M.,ENS,Ensemble ! (Majorité présidentielle)
2667,75,7515,5,ARAGON,Philippe,M.,DVC,Divers centre
2668,75,7515,6,CHARVILLAT,Arnaud,M.,EXG,Extrême gauche
2669,75,7515,7,GUILLOT,Christian,M.,REC,Reconquête !
2670,75,7515,8,POURCHET,Aliou,M.,DVC,Divers centre
2671,75,7515,9,SIMONNET,Danielle,Mme,DVG,Divers gauche
2672,75,7515,10,CHRÉTIEN MARQUET,Laurent,M.,DIV,Divers
2673,75,7515,11,VERZELETTI,Céline,Mme,UG,Union de la gauche
2674,75,7515,12,DIDIER,François-Marie,M.,LR,Les Républicains
2675,75,7516,1,KHELFA,Hakima,Mme,DIV,Divers
2676,75,7516,2,VILLENAVE,Hortense,Mme,EXG,Extrême gauche
2677,75,7516,3,PARIENTE,Elsa,Mme,ENS,Ensemble ! (Majorité présidentielle)
2678,75,7516,4,DE FROMONT DE BOUAILLE,Christèle,Mme,RN,Rassemblement National
2679,75,7516,5,BLONDEL,Marie-Noëlle,Mme,DVC,Divers centre
2680,75,7516,6,EL-MARBATI,Nordine,M.,EXG,Extrême gauche
2681,75,7516,7,LEGRAIN,Sarah,Mme,UG,Union de la gauche
2682,75,7516,8,TOUBIANA,Marie,Mme,LR,Les Républicains
2683,75,7516,9,FISCHER,Cecile,Mme,REC,Reconquête !
2684,75,7516,10,HUGUET,Victor,M.,ECO,Ecologistes
2685,75,7517,1,FOURNIER,Victor,M.,DVC,Divers centre
2686,75,7517,2,AKSAS,Abdellah,M.,EXG,Extrême gauche
2687,75,7517,3,BOUCHOU,Michel,M.,ECO,Ecologistes
2688,75,7517,4,BÉNIÉ,Kolia,Mme,ENS,Ensemble ! (Majorité présidentielle)
2689,75,7517,5,MICHEL,Angélique,Mme,LR,Les Républicains
2690,75,7517,6,SAINT-ELLIER,Mathias,M.,DVC,Divers centre
2691,75,7517,7,OBONO,Danièle,Mme,UG,Union de la gauche
2692,75,7517,8,DE LA BRÉLIE,Anne,Mme,RN,Rassemblement National
2693,75,7517,9,RUMEAU,Brigitte,Mme,REC,Reconquête !
2694,75,7517,10,VALLEE,Marie-Agnès,Mme,DSV,Droite souverainiste
2695,75,7517,11,ROUSSEAU,Clément,M.,EXG,Extrême gauche
2696,75,7518,1,TIREFORT,Valérie,Mme,RN,Rassemblement National
2697,75,7518,2,CARON,Aymeric,M.,UG,Union de la gauche
2698,75,7518,3,BERROUBA,Yasmin,Mme,DVC,Divers centre
2699,75,7518,4,COUTARD,Catherine,Mme,DVG,Divers gauche
2700,75,7518,5,MANIGOLD,Stéphane,M.,DVC,Divers centre
2701,75,7518,6,LE BOEUF,Audrey,Mme,REG,Régionaliste
2702,75,7518,7,LONG,Philippine,Mme,DVC,Divers centre
2703,75,7518,8,BOUBAULT,Annie,Mme,EXG,Extrême gauche
2704,75,7518,9,THIELE,David,M.,EXG,Extrême gauche
2705,75,7518,10,GRANIER,Rudolph,M.,LR,Les Républicains
2706,75,7518,11,PIERRE,Marguerite,Mme,REC,Reconquête !
2707,75,7518,12,FAILLÈS,Béatrice,Mme,DVC,Divers centre
2708,75,7518,13,BOURNAZEL,Pierre-Yves,M.,ENS,Ensemble ! (Majorité présidentielle)
2709,75,7518,14,BRAVOZ,Pierre,M.,DVG,Divers gauche
